,id,m1,m2,size,x0.25,x0.2,x0.15
0,1,0.75,109.53968253968254,"(1040, 585)",0.14686107635498047,0.15830230712890625,0.14864206314086914
1,2,0.5208333333333334,128.67708333333334,"(1040, 585)",0.13690996170043945,0.13665485382080078,0.12877988815307617
2,3,0.6608187134502924,100.49122807017544,"(1040, 585)",0.14061975479125977,0.139329195022583,0.12865567207336426
3,4,0.5623100303951368,108.21580547112463,"(1040, 585)",0.15519428253173828,0.15192604064941406,0.14322304725646973
4,5,0.8743169398907104,90.99726775956285,"(1040, 585)",0.14633703231811523,0.14285612106323242,0.13284516334533691
5,6,0.5341365461847389,110.83534136546184,"(1040, 585)",0.14426398277282715,0.14388608932495117,0.13408803939819336
6,7,0.25280898876404495,127.25561797752809,"(1040, 585)",0.18002891540527344,0.16528987884521484,0.14867401123046875
7,8,0.5939086294416244,120.43654822335026,"(1040, 585)",0.14064526557922363,0.13737916946411133,0.1289689540863037
8,9,0.7620578778135049,93.73954983922829,"(1040, 585)",0.1461470127105713,0.14500093460083008,0.13197612762451172
9,10,0.6574585635359116,119.38674033149171,"(1040, 585)",0.1527097225189209,0.13566303253173828,0.1287078857421875
10,11,0.6104868913857678,108.61048689138576,"(1040, 585)",0.14866423606872559,0.15425992012023926,0.1328439712524414
11,12,0.7659574468085106,91.10942249240122,"(1040, 585)",0.14806294441223145,0.14892005920410156,0.13323187828063965
12,13,0.5668449197860963,121.78609625668449,"(1040, 585)",0.13932323455810547,0.13840103149414062,0.12664389610290527
13,14,0.5478723404255319,114.65425531914893,"(1040, 585)",0.14128589630126953,0.13994693756103516,0.13189196586608887
14,15,0.70995670995671,113.95670995670996,"(1040, 585)",0.14100003242492676,0.13800406455993652,0.12771201133728027
15,16,0.6228813559322034,111.87288135593221,"(1040, 585)",0.14249706268310547,0.13905978202819824,0.1292402744293213
16,17,0.6797385620915033,112.55555555555556,"(1040, 585)",0.1368100643157959,0.13622403144836426,0.12799692153930664
17,18,0.5760517799352751,104.23948220064725,"(1040, 585)",0.15101981163024902,0.15718603134155273,0.13757801055908203
18,19,0.6666666666666666,101.05357142857143,"(1040, 585)",0.1390690803527832,0.1388843059539795,0.1324138641357422
19,20,0.5714285714285714,116.2,"(1040, 585)",0.1372509002685547,0.13820600509643555,0.13151216506958008
20,21,0.32967032967032966,118.48351648351648,"(1040, 585)",0.14205121994018555,0.1359412670135498,0.1321268081665039
21,22,0.7959770114942529,92.38505747126437,"(1040, 585)",0.15338706970214844,0.15097427368164062,0.13978815078735352
22,23,0.555045871559633,120.19266055045871,"(1040, 585)",0.1477489471435547,0.1442410945892334,0.13978290557861328
23,24,0.28870292887029286,119.03347280334728,"(1040, 585)",0.17653918266296387,0.16170883178710938,0.1481320858001709
